,Study_accession,Sample_accession,Run_accession,Isolate_name,Isolate_name_paper,Species,BAPS_group,Sequence_Type,Country/Province,Origin,Location,Habitat,Source_code,Ampicillin,Vancomycin,Teicoplanin,Doxycycline,Erythromycin,Nitrofurantoin,Gentamicin,Linezolid,Levofloxacin,Quinolone,Streptomycin,Tigecycline,Read_status,R1,R2,Clade
564,ERP003620,ERS324538,ERR374993,10733_3#85,,Enterococcus faecium,1.0,18.0,United Kingdom,Human invasive infection,Hospital 10,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR374993/ERR374993_1.fastq.gz,genomes/gouliouris_2018_uk/ERR374993/ERR374993_2.fastq.gz,Clade A
565,ERP003620,ERS324476,ERR374995,10733_3#87,,Enterococcus faecium,9.0,192.0,United Kingdom,Human invasive infection,Hospital 29,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR374995/ERR374995_1.fastq.gz,genomes/gouliouris_2018_uk/ERR374995/ERR374995_2.fastq.gz,Clade A
566,ERP003620,ERS324247,ERR374917,10733_3#9,,Enterococcus faecium,1.0,80.0,United Kingdom,Human invasive infection,Hospital 23,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR374917/ERR374917_1.fastq.gz,genomes/gouliouris_2018_uk/ERR374917/ERR374917_2.fastq.gz,Clade A
567,ERP003620,ERS324668,ERR374998,10733_3#90,,Enterococcus faecium,1.0,431.0,United Kingdom,Human invasive infection,Hospital 28,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR374998/ERR374998_1.fastq.gz,genomes/gouliouris_2018_uk/ERR374998/ERR374998_2.fastq.gz,Clade A
568,ERP003620,ERS324389,ERR375001,10733_3#93,,Enterococcus faecium,9.0,412.0,United Kingdom,Human invasive infection,Hospital 28,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375001/ERR375001_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375001/ERR375001_2.fastq.gz,Clade A
569,ERP003620,ERS324328,ERR375002,10733_3#94,,Enterococcus faecium,1.0,64.0,United Kingdom,Human invasive infection,Hospital 31,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375002/ERR375002_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375002/ERR375002_2.fastq.gz,Clade A
570,ERP003620,ERS324475,ERR375003,10733_3#95,,Enterococcus faecium,9.0,203.0,United Kingdom,Human invasive infection,Hospital 40,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375003/ERR375003_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375003/ERR375003_2.fastq.gz,Clade A
571,ERP003620,ERS324633,ERR375005,10733_4#1,,Enterococcus faecium,9.0,203.0,United Kingdom,Human invasive infection,Hospital 8,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375005/ERR375005_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375005/ERR375005_2.fastq.gz,Clade A
572,ERP003620,ERS324354,ERR375014,10733_4#10,,Enterococcus faecium,9.0,78.0,United Kingdom,Human invasive infection,Hospital 14,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375014/ERR375014_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375014/ERR375014_2.fastq.gz,Clade A
573,ERP003620,ERS324414,ERR375015,10733_4#11,,Enterococcus faecium,1.0,17.0,United Kingdom,Human invasive infection,Hospital 12,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375015/ERR375015_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375015/ERR375015_2.fastq.gz,Clade A
574,ERP003620,ERS324304,ERR375016,10733_4#12,,Enterococcus faecium,1.0,202.0,United Kingdom,Human invasive infection,Hospital 1,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375016/ERR375016_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375016/ERR375016_2.fastq.gz,Clade A
575,ERP003620,ERS324299,ERR375017,10733_4#13,,Enterococcus faecium,1.0,17.0,United Kingdom,Human invasive infection,Hospital 1,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375017/ERR375017_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375017/ERR375017_2.fastq.gz,Clade A
576,ERP003620,ERS324556,ERR375018,10733_4#14,,Enterococcus faecium,1.0,1029.0,United Kingdom,Human invasive infection,Hospital 28,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375018/ERR375018_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375018/ERR375018_2.fastq.gz,Clade A
577,ERP003620,ERS324399,ERR375019,10733_4#15,,Enterococcus faecium,1.0,1043.0,United Kingdom,Human invasive infection,Hospital 9,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375019/ERR375019_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375019/ERR375019_2.fastq.gz,Clade A
578,ERP003620,ERS324153,ERR375021,10733_4#17,,Enterococcus faecium,1.0,17.0,United Kingdom,Human invasive infection,Hospital 13,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375021/ERR375021_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375021/ERR375021_2.fastq.gz,Clade A
579,ERP003620,ERS324510,ERR375022,10733_4#18,,Enterococcus faecium,1.0,18.0,United Kingdom,Human invasive infection,Hospital 29,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375022/ERR375022_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375022/ERR375022_2.fastq.gz,Clade A
580,ERP003620,ERS324318,ERR375023,10733_4#19,,Enterococcus faecium,1.0,18.0,United Kingdom,Human invasive infection,Hospital 19,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375023/ERR375023_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375023/ERR375023_2.fastq.gz,Clade A
581,ERP003620,ERS324310,ERR375006,10733_4#2,,Enterococcus faecium,1.0,17.0,United Kingdom,Human invasive infection,Hospital 12,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375006/ERR375006_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375006/ERR375006_2.fastq.gz,Clade A
582,ERP003620,ERS324529,ERR375024,10733_4#20,,Enterococcus faecium,9.0,412.0,United Kingdom,Human invasive infection,Hospital 8,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375024/ERR375024_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375024/ERR375024_2.fastq.gz,Clade A
583,ERP003620,ERS324536,ERR375026,10733_4#22,,Enterococcus faecium,1.0,280.0,United Kingdom,Human invasive infection,Hospital 10,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375026/ERR375026_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375026/ERR375026_2.fastq.gz,Clade A
584,ERP003620,ERS324555,ERR375027,10733_4#23,,Enterococcus faecium,9.0,203.0,United Kingdom,Human invasive infection,Hospital 28,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375027/ERR375027_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375027/ERR375027_2.fastq.gz,Clade A
585,ERP003620,ERS324477,ERR375028,10733_4#24,,Enterococcus faecium,1.0,18.0,United Kingdom,Human invasive infection,Hospital 9,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375028/ERR375028_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375028/ERR375028_2.fastq.gz,Clade A
586,ERP003620,ERS324329,ERR375029,10733_4#25,,Enterococcus faecium,1.0,64.0,United Kingdom,Human invasive infection,Hospital 36,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375029/ERR375029_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375029/ERR375029_2.fastq.gz,Clade A
587,ERP003620,ERS324520,ERR375030,10733_4#26,,Enterococcus faecium,1.0,17.0,United Kingdom,Human invasive infection,Hospital 14,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375030/ERR375030_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375030/ERR375030_2.fastq.gz,Clade A
588,ERP003620,ERS324589,ERR375031,10733_4#27,,Enterococcus faecium,1.0,17.0,United Kingdom,Human invasive infection,Hospital 12,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375031/ERR375031_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375031/ERR375031_2.fastq.gz,Clade A
589,ERP003620,ERS324296,ERR375033,10733_4#29,,Enterococcus faecium,1.0,132.0,United Kingdom,Human invasive infection,Hospital 8,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375033/ERR375033_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375033/ERR375033_2.fastq.gz,Clade A
590,ERP003620,ERS324684,ERR375035,10733_4#31,,Enterococcus faecium,1.0,117.0,United Kingdom,Human invasive infection,Hospital 37,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375035/ERR375035_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375035/ERR375035_2.fastq.gz,Clade A
591,ERP003620,ERS324378,ERR375037,10733_4#33,,Enterococcus faecium,1.0,80.0,United Kingdom,Human invasive infection,Hospital 32,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375037/ERR375037_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375037/ERR375037_2.fastq.gz,Clade A
592,ERP003620,ERS324658,ERR375039,10733_4#35,,Enterococcus faecium,2.0,546.0,United Kingdom,Human invasive infection,Hospital 35,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375039/ERR375039_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375039/ERR375039_2.fastq.gz,Clade A
593,ERP003620,ERS324484,ERR375040,10733_4#36,,Enterococcus faecium,9.0,203.0,United Kingdom,Human invasive infection,Hospital 7,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375040/ERR375040_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375040/ERR375040_2.fastq.gz,Clade A
594,ERP003620,ERS324485,ERR375041,10733_4#37,,Enterococcus faecium,1.0,18.0,United Kingdom,Human invasive infection,Hospital 7,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375041/ERR375041_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375041/ERR375041_2.fastq.gz,Clade A
595,ERP003620,ERS324749,ERR375042,10733_4#38,,Enterococcus faecium,9.0,192.0,United Kingdom,Human invasive infection,Hospital 17,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375042/ERR375042_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375042/ERR375042_2.fastq.gz,Clade A
596,ERP003620,ERS324155,ERR375043,10733_4#39,,Enterococcus faecium,1.0,16.0,United Kingdom,Human invasive infection,Hospital 12,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375043/ERR375043_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375043/ERR375043_2.fastq.gz,Clade A
597,ERP003620,ERS324640,ERR375008,10733_4#4,,Enterococcus faecium,1.0,17.0,United Kingdom,Human invasive infection,Hospital 12,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375008/ERR375008_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375008/ERR375008_2.fastq.gz,Clade A
598,ERP003620,ERS324292,ERR375046,10733_4#42,,Enterococcus faecium,9.0,78.0,United Kingdom,Human invasive infection,Hospital 14,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375046/ERR375046_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375046/ERR375046_2.fastq.gz,Clade A
599,ERP003620,ERS324518,ERR375047,10733_4#43,,Enterococcus faecium,3.0,94.0,United Kingdom,Human invasive infection,Hospital 14,Clinical,,S,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375047/ERR375047_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375047/ERR375047_2.fastq.gz,CladeB
600,ERP003620,ERS324514,ERR375049,10733_4#45,,Enterococcus faecium,1.0,1038.0,United Kingdom,Human invasive infection,Hospital 3,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375049/ERR375049_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375049/ERR375049_2.fastq.gz,Clade A
601,ERP003620,ERS324733,ERR375050,10733_4#46,,Enterococcus faecium,1.0,202.0,United Kingdom,Human invasive infection,Hospital 10,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375050/ERR375050_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375050/ERR375050_2.fastq.gz,Clade A
602,ERP003620,ERS324269,ERR375051,10733_4#47,,Enterococcus faecium,9.0,192.0,United Kingdom,Human invasive infection,Hospital 27,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375051/ERR375051_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375051/ERR375051_2.fastq.gz,Clade A
603,ERP003620,ERS324730,ERR375052,10733_4#48,,Enterococcus faecium,1.0,18.0,United Kingdom,Human invasive infection,Hospital 8,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375052/ERR375052_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375052/ERR375052_2.fastq.gz,Clade A
604,ERP003620,ERS324355,ERR375053,10733_4#49,,Enterococcus faecium,1.0,17.0,United Kingdom,Human invasive infection,Hospital 14,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375053/ERR375053_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375053/ERR375053_2.fastq.gz,Clade A
605,ERP003620,ERS324683,ERR375055,10733_4#51,,Enterococcus faecium,1.0,16.0,United Kingdom,Human invasive infection,Hospital 19,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375055/ERR375055_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375055/ERR375055_2.fastq.gz,Clade A
606,ERP003620,ERS324295,ERR375056,10733_4#52,,Enterococcus faecium,9.0,78.0,United Kingdom,Human invasive infection,Hospital 14,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375056/ERR375056_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375056/ERR375056_2.fastq.gz,Clade A
607,ERP003620,ERS324482,ERR375057,10733_4#53,,Enterococcus faecium,1.0,18.0,United Kingdom,Human invasive infection,Hospital 7,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375057/ERR375057_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375057/ERR375057_2.fastq.gz,Clade A
608,ERP003620,ERS324351,ERR375060,10733_4#56,,Enterococcus faecium,9.0,203.0,United Kingdom,Human invasive infection,Hospital 4,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375060/ERR375060_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375060/ERR375060_2.fastq.gz,Clade A
609,ERP003620,ERS324305,ERR375062,10733_4#58,,Enterococcus faecium,1.0,18.0,United Kingdom,Human invasive infection,Hospital 1,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375062/ERR375062_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375062/ERR375062_2.fastq.gz,Clade A
610,ERP003620,ERS324126,ERR375063,10733_4#59,,Enterococcus faecium,1.0,18.0,United Kingdom,Human invasive infection,Hospital 10,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375063/ERR375063_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375063/ERR375063_2.fastq.gz,Clade A
611,ERP003620,ERS324290,ERR375010,10733_4#6,,Enterococcus faecium,1.0,18.0,United Kingdom,Human invasive infection,Hospital 9,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375010/ERR375010_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375010/ERR375010_2.fastq.gz,Clade A
612,ERP003620,ERS324669,ERR375064,10733_4#60,,Enterococcus faecium,1.0,431.0,United Kingdom,Human invasive infection,Hospital 28,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375064/ERR375064_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375064/ERR375064_2.fastq.gz,Clade A
613,ERP003620,ERS324357,ERR375066,10733_4#62,,Enterococcus faecium,9.0,78.0,United Kingdom,Human invasive infection,Hospital 14,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375066/ERR375066_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375066/ERR375066_2.fastq.gz,Clade A
614,ERP003620,ERS324190,ERR375067,10733_4#63,,Enterococcus faecium,1.0,18.0,United Kingdom,Human invasive infection,Hospital 4,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375067/ERR375067_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375067/ERR375067_2.fastq.gz,Clade A
615,ERP003620,ERS324185,ERR375069,10733_4#65,,Enterococcus faecium,5.0,413.0,United Kingdom,Human invasive infection,Hospital 6,Clinical,,S,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375069/ERR375069_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375069/ERR375069_2.fastq.gz,Clade A
616,ERP003620,ERS324373,ERR375070,10733_4#66,,Enterococcus faecium,9.0,78.0,United Kingdom,Human invasive infection,Hospital 12,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375070/ERR375070_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375070/ERR375070_2.fastq.gz,Clade A
617,ERP003620,ERS324543,ERR375071,10733_4#67,,Enterococcus faecium,9.0,412.0,United Kingdom,Human invasive infection,Hospital 22,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375071/ERR375071_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375071/ERR375071_2.fastq.gz,Clade A
618,ERP003620,ERS324151,ERR375073,10733_4#69,,Enterococcus faecium,1.0,18.0,United Kingdom,Human invasive infection,Hospital 23,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375073/ERR375073_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375073/ERR375073_2.fastq.gz,Clade A
619,ERP003620,ERS324443,ERR375011,10733_4#7,,Enterococcus faecium,1.0,431.0,United Kingdom,Human invasive infection,Hospital 1,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375011/ERR375011_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375011/ERR375011_2.fastq.gz,Clade A
620,ERP003620,ERS324671,ERR375075,10733_4#71,,Enterococcus faecium,1.0,18.0,United Kingdom,Human invasive infection,Hospital 8,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375075/ERR375075_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375075/ERR375075_2.fastq.gz,Clade A
621,ERP003620,ERS324598,ERR375076,10733_4#72,,Enterococcus faecium,1.0,17.0,United Kingdom,Human invasive infection,Hospital 4,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375076/ERR375076_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375076/ERR375076_2.fastq.gz,Clade A
622,ERP003620,ERS324278,ERR375077,10733_4#73,,Enterococcus faecium,9.0,203.0,United Kingdom,Human invasive infection,Hospital 39,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375077/ERR375077_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375077/ERR375077_2.fastq.gz,Clade A
623,ERP003620,ERS324291,ERR375078,10733_4#74,,Enterococcus faecium,1.0,18.0,United Kingdom,Human invasive infection,Hospital 4,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375078/ERR375078_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375078/ERR375078_2.fastq.gz,Clade A
624,ERP003620,ERS324541,ERR375079,10733_4#75,,Enterococcus faecium,1.0,17.0,United Kingdom,Human invasive infection,Hospital 12,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375079/ERR375079_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375079/ERR375079_2.fastq.gz,Clade A
625,ERP003620,ERS324349,ERR375082,10733_4#78,,Enterococcus faecium,1.0,17.0,United Kingdom,Human invasive infection,Hospital 9,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375082/ERR375082_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375082/ERR375082_2.fastq.gz,Clade A
626,ERP003620,ERS324322,ERR375083,10733_4#79,,Enterococcus faecium,9.0,412.0,United Kingdom,Human invasive infection,Hospital 19,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375083/ERR375083_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375083/ERR375083_2.fastq.gz,Clade A
627,ERP003620,ERS324312,ERR375012,10733_4#8,,Enterococcus faecium,1.0,64.0,United Kingdom,Human invasive infection,Hospital 13,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375012/ERR375012_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375012/ERR375012_2.fastq.gz,Clade A
628,ERP003620,ERS324650,ERR375085,10733_4#81,,Enterococcus faecium,9.0,412.0,United Kingdom,Human invasive infection,Hospital 28,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375085/ERR375085_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375085/ERR375085_2.fastq.gz,Clade A
629,ERP003620,ERS324303,ERR375086,10733_4#82,,Enterococcus faecium,1.0,17.0,United Kingdom,Human invasive infection,Hospital 1,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375086/ERR375086_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375086/ERR375086_2.fastq.gz,Clade A
630,ERP003620,ERS324544,ERR375087,10733_4#83,,Enterococcus faecium,1.0,18.0,United Kingdom,Human invasive infection,Hospital 22,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375087/ERR375087_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375087/ERR375087_2.fastq.gz,Clade A
631,ERP003620,ERS324340,ERR375089,10733_4#85,,Enterococcus faecium,2.0,323.0,United Kingdom,Human invasive infection,Hospital 40,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375089/ERR375089_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375089/ERR375089_2.fastq.gz,Clade A
632,ERP003620,ERS324592,ERR375090,10733_4#86,,Enterococcus faecium,9.0,203.0,United Kingdom,Human invasive infection,Hospital 17,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375090/ERR375090_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375090/ERR375090_2.fastq.gz,Clade A
633,ERP003620,ERS324546,ERR375091,10733_4#87,,Enterococcus faecium,1.0,18.0,United Kingdom,Human invasive infection,Hospital 22,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375091/ERR375091_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375091/ERR375091_2.fastq.gz,Clade A
634,ERP003620,ERS324267,ERR375092,10733_4#88,,Enterococcus faecium,9.0,203.0,United Kingdom,Human invasive infection,Hospital 41,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375092/ERR375092_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375092/ERR375092_2.fastq.gz,Clade A
635,ERP003620,ERS324632,ERR375093,10733_4#89,,Enterococcus faecium,9.0,203.0,United Kingdom,Human invasive infection,Hospital 8,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375093/ERR375093_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375093/ERR375093_2.fastq.gz,Clade A
636,ERP003620,ERS324662,ERR375013,10733_4#9,,Enterococcus faecium,1.0,80.0,United Kingdom,Human invasive infection,Hospital 20,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375013/ERR375013_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375013/ERR375013_2.fastq.gz,Clade A
637,ERP003620,ERS324245,ERR375094,10733_4#90,,Enterococcus faecium,1.0,18.0,United Kingdom,Human invasive infection,Hospital 12,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375094/ERR375094_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375094/ERR375094_2.fastq.gz,Clade A
638,ERP003620,ERS324622,ERR375097,10733_4#93,,Enterococcus faecium,9.0,192.0,United Kingdom,Human invasive infection,Hospital 4,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375097/ERR375097_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375097/ERR375097_2.fastq.gz,Clade A
639,ERP003620,ERS324321,ERR375099,10733_4#95,,Enterococcus faecium,1.0,1030.0,United Kingdom,Human invasive infection,Hospital 19,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375099/ERR375099_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375099/ERR375099_2.fastq.gz,Clade A
640,ERP003620,ERS324347,ERR375111,10733_5#11,,Enterococcus faecium,1.0,18.0,United Kingdom,Human invasive infection,Hospital 9,Clinical,,R,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375111/ERR375111_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375111/ERR375111_2.fastq.gz,Clade A
641,ERP003620,ERS324232,ERR375114,10733_5#14,,Enterococcus faecium,1.0,18.0,United Kingdom,Human invasive infection,Hospital 1,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375114/ERR375114_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375114/ERR375114_2.fastq.gz,Clade A
642,ERP003620,ERS324260,ERR375115,10733_5#15,,Enterococcus faecium,3.0,1041.0,United Kingdom,Human invasive infection,Hospital 28,Clinical,,S,S,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375115/ERR375115_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375115/ERR375115_2.fastq.gz,CladeB
643,ERP003620,ERS324628,ERR375118,10733_5#18,,Enterococcus faecium,1.0,64.0,United Kingdom,Human invasive infection,Hospital 7,Clinical,,R,R,,,,,,,,,,,Validated download,genomes/gouliouris_2018_uk/ERR375118/ERR375118_1.fastq.gz,genomes/gouliouris_2018_uk/ERR375118/ERR375118_2.fastq.gz,Clade A
